odt,OPEN,HIGH,LOW,CLOSE,VOLUME,SPREAD,MIDPOINT,RETURNS,DOLLAR_VOLUME,HOUR,MINUTE
2025-05-21 08:30:00,205.1199951171875,205.25,204.1154022216797,204.19000244140625,1514103.0,1.1345977783203125,204.68270111083984,,309164695.2665405,8,30
2025-05-21 08:31:00,204.19000244140625,204.6988983154297,204.05999755859375,204.64999389648438,231346.0,0.6389007568359375,204.37944793701172,0.0022527618863716903,47344957.487976074,8,31
2025-05-21 08:32:00,204.66000366210938,204.98989868164062,204.61000061035156,204.83999633789062,175078.0,0.3798980712890625,204.7999496459961,0.000928426323346665,35862976.878845215,8,32
2025-05-21 08:33:00,204.8000030517578,204.85000610351562,204.50120544433594,204.67959594726562,154326.0,0.3488006591796875,204.67560577392578,-0.000783052106486104,31587383.324157715,8,33
2025-05-21 08:34:00,204.71890258789062,204.7899932861328,204.22999572753906,204.30999755859375,169349.0,0.55999755859375,204.50999450683594,-0.0018057412462700873,34599693.77655029,8,34
2025-05-21 08:35:00,204.32000732421875,204.52000427246094,204.26499938964844,204.3300018310547,167434.0,0.2550048828125,204.3925018310547,9.791137340298128e-05,34211789.52658081,8,35
2025-05-21 08:36:00,204.3300018310547,204.52999877929688,204.19500732421875,204.52999877929688,194224.0,0.334991455078125,204.3625030517578,0.0009787938454948186,39724634.482910156,8,36
2025-05-21 08:37:00,204.52999877929688,204.80999755859375,204.3800048828125,204.7949981689453,119328.0,0.42999267578125,204.59500122070312,0.0012956504729382257,24437777.541503906,8,37
2025-05-21 08:38:00,204.8096923828125,204.9499969482422,204.5850067138672,204.60000610351562,146413.0,0.364990234375,204.7675018310547,-0.000952132948426887,29956100.693634033,8,38
2025-05-21 08:39:00,204.58999633789062,204.58999633789062,204.32000732421875,204.5399932861328,128124.0,0.269989013671875,204.4550018310547,-0.0002933177692695521,26206482.09979248,8,39
2025-05-21 08:40:00,204.5500030517578,204.58709716796875,204.25999450683594,204.26100158691406,174987.0,0.3271026611328125,204.42354583740234,-0.0013639958363960147,35743019.88468933,8,40
2025-05-21 08:41:00,204.27000427246094,204.77499389648438,204.25999450683594,204.75900268554688,178767.0,0.5149993896484375,204.51749420166016,0.002438062551166409,36604152.63308716,8,41
2025-05-21 08:42:00,204.77499389648438,205.08999633789062,204.69000244140625,205.00999450683594,255213.0,0.399993896484375,204.88999938964844,0.0012257913840032497,52321215.72807312,8,42
2025-05-21 08:43:00,205.02000427246094,205.1999969482422,204.91000366210938,205.1999969482422,133742.0,0.2899932861328125,205.05500030517578,0.0009267959928651592,27443857.991851807,8,43
2025-05-21 08:44:00,205.19000244140625,205.2899932861328,205.07000732421875,205.2100067138672,154537.0,0.2199859619140625,205.18000030517578,4.8780534960268795e-05,31712538.807540894,8,44
2025-05-21 08:45:00,205.22999572753906,205.24000549316406,205.0,205.14999389648438,135571.0,0.2400054931640625,205.12000274658203,-0.00029244586238175163,27812389.822540283,8,45
2025-05-21 08:46:00,205.1699981689453,205.27000427246094,205.0399932861328,205.05999755859375,186154.0,0.230010986328125,205.15499877929688,-0.0004386855499300957,38172738.78552246,8,46
2025-05-21 08:47:00,205.0800018310547,205.36000061035156,205.0500030517578,205.0500030517578,128724.0,0.30999755859375,205.2050018310547,-4.873942726479896e-05,26394856.592834473,8,47
2025-05-21 08:48:00,205.05999755859375,205.11000061035156,204.85000610351562,204.8800048828125,120824.0,0.2599945068359375,204.9800033569336,-0.0008290571393085866,24754421.709960938,8,48
2025-05-21 08:49:00,204.8699951171875,205.0,204.86000061035156,204.86000061035156,104625.0,0.1399993896484375,204.93000030517578,-9.7638969075442e-05,21433477.563858032,8,49
2025-05-21 08:50:00,204.85000610351562,205.02000427246094,204.83999633789062,204.99000549316406,99001.0,0.1800079345703125,204.93000030517578,0.0006346035459590116,20294215.533828735,8,50
